id,name,engine_species,types,ability1,ability2,hidden_ability,egg_group1,egg_group2,gender_ratio,egg_cycles,growth_rate,catch_rate,exp_yield,egg_move_learnset,source_abilities
252,Anhangá-Pitã,SPECIES_RAIKOU,ghost/fire,ABILITY_LEVITATE,ABILITY_FLASH_FIRE,ABILITY_QUICK_FEET,EGG_GROUP_AMORPHOUS,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna252EggMoveLearnset,Levitação / Alma Antiga
253,Yara-Pindá,SPECIES_ENTEI,water/fairy,ABILITY_TORRENT,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_1,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna253EggMoveLearnset,Torrente / Corpo Molhado
254,Pisadeira,SPECIES_SUICUNE,ghost/fighting,ABILITY_LEVITATE,ABILITY_INNER_FOCUS,ABILITY_SHEER_FORCE,EGG_GROUP_AMORPHOUS,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna254EggMoveLearnset,Levitação / Alma Antiga
255,Zumbi,SPECIES_LARVITAR,ghost/fighting,ABILITY_LEVITATE,ABILITY_INNER_FOCUS,ABILITY_COMPETITIVE,EGG_GROUP_AMORPHOUS,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,202,sArauna255EggMoveLearnset,Levitação / Alma Antiga
256,Iemanjá-Pequena,SPECIES_PUPITAR,water/fairy,ABILITY_TORRENT,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_1,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna256EggMoveLearnset,Torrente / Corpo Molhado
257,Ossanha,SPECIES_TYRANITAR,grass/fairy,ABILITY_OVERGROW,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna257EggMoveLearnset,Espessura / Colheita
258,Oxalá,SPECIES_LUGIA,normal/fairy,ABILITY_RUN_AWAY,ABILITY_MAGIC_GUARD,ABILITY_COMPETITIVE,EGG_GROUP_FIELD,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,202,sArauna258EggMoveLearnset,Faro / Placidez
259,Saciamigo,SPECIES_HO_OH,dark/fairy,ABILITY_INTIMIDATE,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna259EggMoveLearnset,Intimidação / Cara de Mau
260,Sacipererê,SPECIES_CELEBI,dark/fairy,ABILITY_INTIMIDATE,ABILITY_MAGIC_GUARD,ABILITY_COMPETITIVE,EGG_GROUP_FIELD,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,202,sArauna260EggMoveLearnset,Intimidação / Cara de Mau
261,Curupira-Ancião,SPECIES_POOCHYENA,grass/fairy,ABILITY_OVERGROW,ABILITY_MAGIC_GUARD,ABILITY_QUICK_FEET,EGG_GROUP_GRASS,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna261EggMoveLearnset,Espessura / Colheita
262,Caipora-Fêmea,SPECIES_MIGHTYENA,grass/fighting,ABILITY_OVERGROW,ABILITY_INNER_FOCUS,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna262EggMoveLearnset,Espessura / Colheita
263,Pomba-Gira,SPECIES_ZIGZAGOON,dark/fairy,ABILITY_INTIMIDATE,ABILITY_MAGIC_GUARD,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna263EggMoveLearnset,Intimidação / Cara de Mau
264,Exu,SPECIES_LINOONE,dark/fighting,ABILITY_INTIMIDATE,ABILITY_INNER_FOCUS,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna264EggMoveLearnset,Intimidação / Cara de Mau
265,Preto-Velho,SPECIES_WURMPLE,ghost/psychic,ABILITY_LEVITATE,ABILITY_TELEPATHY,ABILITY_SHEER_FORCE,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,MON_GENDERLESS,40,GROWTH_SLOW,0,201,sNoneEggMoveLearnset,Levitação / Alma Antiga
266,Caboclo-Guerreiro,SPECIES_SILCOON,grass/fighting,ABILITY_OVERGROW,ABILITY_INNER_FOCUS,ABILITY_QUICK_FEET,EGG_GROUP_GRASS,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna266EggMoveLearnset,Espessura / Colheita
267,Marinheiro,SPECIES_BEAUTIFLY,water/dark,ABILITY_TORRENT,ABILITY_PRANKSTER,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_1,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna267EggMoveLearnset,Torrente / Corpo Molhado
268,Baiano,SPECIES_CASCOON,fire/fighting,ABILITY_BLAZE,ABILITY_INNER_FOCUS,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna268EggMoveLearnset,Chama / Corpo Flamejante
269,Cangaceiro,SPECIES_DUSTOX,dark/fighting,ABILITY_INTIMIDATE,ABILITY_INNER_FOCUS,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna269EggMoveLearnset,Intimidação / Cara de Mau
270,Beata,SPECIES_LOTAD,fairy/psychic,ABILITY_CUTE_CHARM,ABILITY_TELEPATHY,ABILITY_SHEER_FORCE,EGG_GROUP_FAIRY,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna270EggMoveLearnset,Encanto / Véu Mágico
271,Menino-Deus,SPECIES_LOMBRE,fairy/normal,ABILITY_CUTE_CHARM,ABILITY_PICKUP,ABILITY_QUICK_FEET,EGG_GROUP_FAIRY,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna271EggMoveLearnset,Encanto / Véu Mágico
272,Rei-Momo,SPECIES_LUDICOLO,normal/fire,ABILITY_RUN_AWAY,ABILITY_FLASH_FIRE,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna272EggMoveLearnset,Faro / Placidez
273,Bumba-Meu-Boi,SPECIES_SEEDOT,normal/fire,ABILITY_RUN_AWAY,ABILITY_FLASH_FIRE,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna273EggMoveLearnset,Faro / Placidez
274,Reisado,SPECIES_NUZLEAF,fairy/normal,ABILITY_CUTE_CHARM,ABILITY_PICKUP,ABILITY_QUICK_FEET,EGG_GROUP_FAIRY,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna274EggMoveLearnset,Encanto / Véu Mágico
275,Frevinho,SPECIES_SHIFTRY,fighting/fire,ABILITY_GUTS,ABILITY_FLASH_FIRE,ABILITY_SHEER_FORCE,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna275EggMoveLearnset,Determinação / Coragem
276,Maracatu,SPECIES_TAILLOW,dark/fairy,ABILITY_INTIMIDATE,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna276EggMoveLearnset,Intimidação / Cara de Mau
277,Congada,SPECIES_SWELLOW,fighting/fire,ABILITY_GUTS,ABILITY_FLASH_FIRE,ABILITY_QUICK_FEET,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna277EggMoveLearnset,Determinação / Coragem
278,Folião,SPECIES_WINGULL,normal/fairy,ABILITY_RUN_AWAY,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna278EggMoveLearnset,Faro / Placidez
279,Onçuma,SPECIES_PELIPPER,dark/ghost,ABILITY_INTIMIDATE,ABILITY_CURSED_BODY,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,202,sArauna279EggMoveLearnset,Intimidação / Cara de Mau
280,Sucuriaçu,SPECIES_RALTS,water/dragon,ABILITY_TORRENT,ABILITY_SHED_SKIN,ABILITY_COMPETITIVE,EGG_GROUP_WATER_1,EGG_GROUP_DRAGON,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,202,sArauna280EggMoveLearnset,Torrente / Corpo Molhado
281,Pirarumbá,SPECIES_KIRLIA,water/dragon,ABILITY_TORRENT,ABILITY_SHED_SKIN,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_2,EGG_GROUP_DRAGON,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,201,sArauna281EggMoveLearnset,Torrente / Corpo Molhado
282,Draguará-Alfa,SPECIES_GARDEVOIR,fire/dragon,ABILITY_BLAZE,ABILITY_SHED_SKIN,ABILITY_COMPETITIVE,EGG_GROUP_FIELD,EGG_GROUP_DRAGON,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,202,sArauna282EggMoveLearnset,Chama / Corpo Flamejante
283,Terolibra-Rainha,SPECIES_SURSKIT,water/bug,ABILITY_TORRENT,ABILITY_COMPOUND_EYES,ABILITY_COMPETITIVE,EGG_GROUP_WATER_1,EGG_GROUP_BUG,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,202,sArauna283EggMoveLearnset,Torrente / Corpo Molhado
284,Petropico-Ancião,SPECIES_MASQUERAIN,grass/rock,ABILITY_OVERGROW,ABILITY_ROCK_HEAD,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_MINERAL,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,201,sArauna284EggMoveLearnset,Espessura / Colheita
285,Boitatá-Puro,SPECIES_SHROOMISH,fire/dragon,ABILITY_BLAZE,ABILITY_SHED_SKIN,ABILITY_COMPETITIVE,EGG_GROUP_FIELD,EGG_GROUP_DRAGON,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,202,sArauna285EggMoveLearnset,Chama / Corpo Flamejante
286,Iara-Mãe,SPECIES_BRELOOM,water/fairy,ABILITY_TORRENT,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_1,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,201,sArauna286EggMoveLearnset,Torrente / Corpo Molhado
287,Curupira-Rei,SPECIES_SLAKOTH,grass/fairy,ABILITY_OVERGROW,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,201,sArauna287EggMoveLearnset,Espessura / Colheita
288,Saci-Rei,SPECIES_VIGOROTH,dark/fairy,ABILITY_INTIMIDATE,ABILITY_MAGIC_GUARD,ABILITY_COMPETITIVE,EGG_GROUP_FIELD,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,202,sArauna288EggMoveLearnset,Intimidação / Cara de Mau
289,Anhangaú,SPECIES_SLAKING,ghost/grass,ABILITY_LEVITATE,ABILITY_CHLOROPHYLL,ABILITY_SHEER_FORCE,EGG_GROUP_AMORPHOUS,EGG_GROUP_GRASS,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,201,sArauna289EggMoveLearnset,Levitação / Alma Antiga
290,Muirá-Kytã,SPECIES_NINCADA,grass/fairy,ABILITY_OVERGROW,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,202,sArauna290EggMoveLearnset,Espessura / Colheita
291,Cobra-Norato,SPECIES_NINJASK,water/dragon,ABILITY_TORRENT,ABILITY_SHED_SKIN,ABILITY_COMPETITIVE,EGG_GROUP_WATER_1,EGG_GROUP_DRAGON,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,202,sArauna291EggMoveLearnset,Torrente / Corpo Molhado
292,Mapinguari,SPECIES_SHEDINJA,grass/fighting,ABILITY_OVERGROW,ABILITY_INNER_FOCUS,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,201,sArauna292EggMoveLearnset,Espessura / Colheita
293,Ipupiara,SPECIES_WHISMUR,water/dark,ABILITY_TORRENT,ABILITY_PRANKSTER,ABILITY_COMPETITIVE,EGG_GROUP_WATER_1,EGG_GROUP_FIELD,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,202,sArauna293EggMoveLearnset,Torrente / Corpo Molhado
294,Uirapuru,SPECIES_LOUDRED,flying/fairy,ABILITY_KEEN_EYE,ABILITY_MAGIC_GUARD,ABILITY_COMPETITIVE,EGG_GROUP_FLYING,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,202,sArauna294EggMoveLearnset,Vista Aguçada / Vento Veloz
295,Muiraquitã,SPECIES_EXPLOUD,rock/fairy,ABILITY_STURDY,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_MINERAL,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,201,sArauna295EggMoveLearnset,Corpo Rochoso / Poeira
296,Amazona,SPECIES_MAKUHITA,fighting/fairy,ABILITY_GUTS,ABILITY_MAGIC_GUARD,ABILITY_COMPETITIVE,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,202,sArauna296EggMoveLearnset,Determinação / Coragem
297,Corcovado-Ancião,SPECIES_HARIYAMA,rock/dragon,ABILITY_STURDY,ABILITY_SHED_SKIN,ABILITY_SHEER_FORCE,EGG_GROUP_MINERAL,EGG_GROUP_DRAGON,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,201,sArauna297EggMoveLearnset,Corpo Rochoso / Poeira
298,Cristo,SPECIES_AZURILL,fairy/psychic,ABILITY_CUTE_CHARM,ABILITY_TELEPATHY,ABILITY_SHEER_FORCE,EGG_GROUP_FAIRY,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,201,sArauna298EggMoveLearnset,Encanto / Véu Mágico
299,Ratão,SPECIES_NOSEPASS,dark/poison,ABILITY_INTIMIDATE,ABILITY_LIQUID_OOZE,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna299EggMoveLearnset,Intimidação / Cara de Mau
300,Pombim,SPECIES_SKITTY,flying/normal,ABILITY_KEEN_EYE,ABILITY_PICKUP,ABILITY_QUICK_FEET,EGG_GROUP_FLYING,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,94,sArauna300EggMoveLearnset,Vista Aguçada / Vento Veloz
301,Pombão,SPECIES_DELCATTY,flying/poison,ABILITY_KEEN_EYE,ABILITY_LIQUID_OOZE,ABILITY_SHEER_FORCE,EGG_GROUP_FLYING,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,90,184,sArauna301EggMoveLearnset,Vista Aguçada / Vento Veloz
302,Baratão,SPECIES_SABLEYE,bug/flying,ABILITY_SWARM,ABILITY_BIG_PECKS,ABILITY_QUICK_FEET,EGG_GROUP_BUG,EGG_GROUP_FLYING,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,90,150,sArauna302EggMoveLearnset,Enxame / Olho Composto
303,Mosquim,SPECIES_MAWILE,bug/poison,ABILITY_SWARM,ABILITY_LIQUID_OOZE,ABILITY_SHEER_FORCE,EGG_GROUP_BUG,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna303EggMoveLearnset,Enxame / Olho Composto
304,Cão-Bravo,SPECIES_ARON,dark/normal,ABILITY_INTIMIDATE,ABILITY_PICKUP,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna304EggMoveLearnset,Intimidação / Cara de Mau
305,Gato-Preto,SPECIES_LAIRON,dark/psychic,ABILITY_INTIMIDATE,ABILITY_TELEPATHY,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna305EggMoveLearnset,Intimidação / Cara de Mau
306,Perereca,SPECIES_AGGRON,water/poison,ABILITY_TORRENT,ABILITY_LIQUID_OOZE,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_1,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna306EggMoveLearnset,Torrente / Corpo Molhado
307,Lagartixa,SPECIES_MEDITITE,normal/psychic,ABILITY_RUN_AWAY,ABILITY_TELEPATHY,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna307EggMoveLearnset,Faro / Placidez
308,Traça-Papel,SPECIES_MEDICHAM,bug/psychic,ABILITY_SWARM,ABILITY_TELEPATHY,ABILITY_SHEER_FORCE,EGG_GROUP_BUG,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna308EggMoveLearnset,Enxame / Olho Composto
309,Poeirão,SPECIES_ELECTRIKE,ground/dark,ABILITY_SAND_VEIL,ABILITY_PRANKSTER,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna309EggMoveLearnset,Escavador / Nuvem de Areia
310,Ferrugem,SPECIES_MANECTRIC,steel/water,ABILITY_CLEAR_BODY,ABILITY_SWIFT_SWIM,ABILITY_QUICK_FEET,EGG_GROUP_MINERAL,EGG_GROUP_WATER_1,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna310EggMoveLearnset,Corpo Metálico / Ponto Fraco
311,Fumacento,SPECIES_PLUSLE,poison/flying,ABILITY_POISON_POINT,ABILITY_BIG_PECKS,ABILITY_SHEER_FORCE,EGG_GROUP_AMORPHOUS,EGG_GROUP_FLYING,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna311EggMoveLearnset,Ponto Cego / Corpo Fedido
312,Óleoso,SPECIES_MINUN,poison/water,ABILITY_POISON_POINT,ABILITY_SWIFT_SWIM,ABILITY_SHEER_FORCE,EGG_GROUP_AMORPHOUS,EGG_GROUP_WATER_1,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna312EggMoveLearnset,Ponto Cego / Corpo Fedido
313,Lixão,SPECIES_VOLBEAT,poison/ground,ABILITY_POISON_POINT,ABILITY_ARENA_TRAP,ABILITY_QUICK_FEET,EGG_GROUP_AMORPHOUS,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,96,sArauna313EggMoveLearnset,Ponto Cego / Corpo Fedido
314,Chorume,SPECIES_ILLUMISE,poison/dark,ABILITY_POISON_POINT,ABILITY_PRANKSTER,ABILITY_SHEER_FORCE,EGG_GROUP_AMORPHOUS,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,90,184,sArauna314EggMoveLearnset,Ponto Cego / Corpo Fedido
315,Bituca,SPECIES_ROSELIA,fire/poison,ABILITY_BLAZE,ABILITY_LIQUID_OOZE,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna315EggMoveLearnset,Chama / Corpo Flamejante
316,Latinha,SPECIES_GULPIN,steel/normal,ABILITY_CLEAR_BODY,ABILITY_PICKUP,ABILITY_QUICK_FEET,EGG_GROUP_MINERAL,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,90,150,sArauna316EggMoveLearnset,Corpo Metálico / Ponto Fraco
317,Sacolim,SPECIES_SWALOT,poison/flying,ABILITY_POISON_POINT,ABILITY_BIG_PECKS,ABILITY_SHEER_FORCE,EGG_GROUP_AMORPHOUS,EGG_GROUP_FLYING,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna317EggMoveLearnset,Ponto Cego / Corpo Fedido
318,Garrafão,SPECIES_CARVANHA,water/poison,ABILITY_TORRENT,ABILITY_LIQUID_OOZE,ABILITY_QUICK_FEET,EGG_GROUP_WATER_1,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna318EggMoveLearnset,Torrente / Corpo Molhado
319,Netzero,SPECIES_SHARPEDO,flying/poison,ABILITY_KEEN_EYE,ABILITY_LIQUID_OOZE,ABILITY_SHEER_FORCE,EGG_GROUP_FLYING,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna319EggMoveLearnset,Vista Aguçada / Vento Veloz
320,Pilhoso,SPECIES_WAILMER,electric/poison,ABILITY_STATIC,ABILITY_LIQUID_OOZE,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna320EggMoveLearnset,Estática / Motor Elétrico
321,Cabofio,SPECIES_WAILORD,electric/steel,ABILITY_STATIC,ABILITY_BATTLE_ARMOR,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_MINERAL,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna321EggMoveLearnset,Estática / Motor Elétrico
322,Bugão,SPECIES_NUMEL,bug/dark,ABILITY_SWARM,ABILITY_PRANKSTER,ABILITY_SHEER_FORCE,EGG_GROUP_BUG,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna322EggMoveLearnset,Enxame / Olho Composto
323,Aluminio,SPECIES_CAMERUPT,steel/flying,ABILITY_CLEAR_BODY,ABILITY_BIG_PECKS,ABILITY_SHEER_FORCE,EGG_GROUP_MINERAL,EGG_GROUP_FLYING,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna323EggMoveLearnset,Corpo Metálico / Ponto Fraco
324,Concretim,SPECIES_TORKOAL,rock/steel,ABILITY_STURDY,ABILITY_BATTLE_ARMOR,ABILITY_QUICK_FEET,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna324EggMoveLearnset,Corpo Rochoso / Poeira
325,Bueiro,SPECIES_SPOINK,water/dark,ABILITY_TORRENT,ABILITY_PRANKSTER,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_1,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,sArauna325EggMoveLearnset,Torrente / Corpo Molhado
326,Sinal,SPECIES_GRUMPIG,electric/psychic,ABILITY_STATIC,ABILITY_TELEPATHY,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna326EggMoveLearnset,Estática / Motor Elétrico
327,Poste,SPECIES_SPINDA,steel/electric,ABILITY_CLEAR_BODY,ABILITY_LIGHTNING_ROD,ABILITY_QUICK_FEET,EGG_GROUP_MINERAL,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,sArauna327EggMoveLearnset,Corpo Metálico / Ponto Fraco
328,Grafiteiro,SPECIES_TRAPINCH,dark/fairy,ABILITY_INTIMIDATE,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,sArauna328EggMoveLearnset,Intimidação / Cara de Mau
329,Guaraciana,SPECIES_VIBRAVA,fire/fairy,ABILITY_BLAZE,ABILITY_MAGIC_GUARD,ABILITY_COMPETITIVE,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,MON_GENDERLESS,120,GROWTH_SLOW,3,202,sNoneEggMoveLearnset,Chama / Corpo Flamejante
330,Jaciana,SPECIES_FLYGON,fairy/water,ABILITY_CUTE_CHARM,ABILITY_SWIFT_SWIM,ABILITY_SHEER_FORCE,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,MON_GENDERLESS,120,GROWTH_SLOW,3,201,sNoneEggMoveLearnset,Encanto / Véu Mágico
331,Tupanaú,SPECIES_CACNEA,electric/dragon,ABILITY_STATIC,ABILITY_SHED_SKIN,ABILITY_SHEER_FORCE,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,MON_GENDERLESS,120,GROWTH_SLOW,3,201,sNoneEggMoveLearnset,Estática / Motor Elétrico
332,Iaraú,SPECIES_CACTURNE,water/fairy,ABILITY_TORRENT,ABILITY_MAGIC_GUARD,ABILITY_COMPETITIVE,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,MON_GENDERLESS,120,GROWTH_SLOW,3,202,sNoneEggMoveLearnset,Torrente / Corpo Molhado
333,Kuarahy,SPECIES_SWABLU,fire/psychic,ABILITY_BLAZE,ABILITY_TELEPATHY,ABILITY_SHEER_FORCE,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,MON_GENDERLESS,120,GROWTH_SLOW,3,201,sNoneEggMoveLearnset,Chama / Corpo Flamejante
